"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://www.lupo.com.br/sunga-lupo-estampada-28965-007/p","1","Sunga Lupo Estampada - Com Costura - Infantil - Lupo","52","482","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-recorte-28981-002/p","1","Sunga Lupo Boxer Recorte Infantil - Lupo","40","362","Indexable",""
"https://www.lupo.com.br/meninos/beachwear/shorts","1","Shorts - Lupo","13","118","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-estampada-28968-007/p","1","Sunga Lupo Boxer Estampa - Com Costura - Infantil - Lupo","56","516","Indexable",""
"https://www.lupo.com.br/short-magic-print-beachwear-lupo-kids-29008-001/p","1","Short Magic Print Beachwear Lupo Kids - Lupo","44","412","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-lisa-28966-001/p","1","Sunga Boxer Lisa Infantil para Piscina e Lazer - Lupo","53","467","Indexable",""
"https://www.lupo.com.br/sunga-lupo-lisa-28963-001/p","1","Sunga Infantil Lisa Lupo - Lupo","31","274","Indexable",""
"https://www.lupo.com.br/produtos/beachwear","1","Lupo Beachwear: Muito mais do que moda praia - Lupo","51","489","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-basica-kit2-02830-088/p","1","Meia Lupo KM Basica Kit2 - Lupo","31","293","Indexable",""
"https://www.lupo.com.br/meninos/meias/urban","1","Meias URBAN KIDS Estampas divertidas para Meninos","49","484","Indexable",""
"https://www.lupo.com.br/meninos/meias/soquete","1","Meias Soquete Infantil para Meninos: Conforto no Dia a Dia","58","525","Indexable",""
"https://www.lupo.com.br/meninos/meias/esportivas","1","Meias Esportivas Infantis Confortáveis para Meninos","51","469","Indexable",""
"https://www.lupo.com.br/produtos/cuecas","1","Cuecas Masculinas Lupo: Boxer, Slip, Sunga, Samba Canção - Lupo","63","593","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-sport-02725-005/p","1","Meia Esportiva Algodão com Elastano Cano Baixo - Lupo","53","501","Indexable",""
"https://www.lupo.com.br/produtos/cuecas/boxer","1","Boxer - Lupo","12","111","Indexable",""
"https://www.lupo.com.br/meia-disney-kf-filme-moana-2-02256-001/p","1","Meia Disney Kids Feminina Filme Moana 2 - Lupo","46","437","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/curtos","1","Curtos - Lupo","13","119","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-invisivel","1","Meia Infantil Feminina Cano Invisível| Lupo","43","381","Indexable",""
"https://www.lupo.com.br/meia-smurfs-kf-14050-002/p","1","Meia Smurfs KF - Lupo","21","203","Indexable",""
"https://www.lupo.com.br/meninas/meias/urban","1","Meias URBAN KIDS Estampas Divertidas para Meninas","49","486","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-02835-005/p","1","Meia Lupo KU - Lupo","19","184","Indexable",""
"https://www.lupo.com.br/meninas/meias/com-solado","1","Meias com Solado para Meninas: Segurança e Estilo","49","465","Indexable",""
"https://www.lupo.com.br/meninas/meias/soquete","1","Meia Soquete Feminina Infantil Confortável","42","387","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-medio","1","Meia Infantil Feminina Cano Médio | Lupo","40","369","Indexable",""
"https://www.lupo.com.br/meia-lupo-kf-aplicativo-02685-012/p","1","Meia Lupo KF Aplicativo - Lupo","30","275","Indexable",""
"https://www.lupo.com.br/meninas/meias/sapatilha","1","Meia Infantil Feminina Sapatilha | Lupo","39","347","Indexable",""
"https://www.lupo.com.br/meninas/meia-calca","1","Moda Infantil - Meia-calça  em até 3x | Lupo","44","383","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-curto","1","Meia Infantil Feminina Cano Curto | Lupo","40","363","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-home-socks-02940-015/p","1","Meia Lupo KU Home Socks - Lupo","30","301","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-longo","1","Meia Infantil Feminina Cano Longo | Lupo","40","369","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-frozen-kit3-18202-089/p","1","Kit com 3 Calcinhas Infantis Frozen Disney Lupo - Lupo","54","488","Indexable",""
"https://www.lupo.com.br/produtos/lingerie/kit-com-3","1","Kit com 3 Calcinhas Infantis | Lupo - Lupo","42","368","Indexable",""
"https://www.lupo.com.br/top-lobinha-kf-sc-18700-001/p","1","Top Infantil Sem Bojo Microfibra Uni Faixa Leve e Prático - Lupo","64","567","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-princesas-k3-18201-089/p","1","Kit com 3 Calcinhas Infantis Princesas Disney Lupo - Lupo","57","515","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-estampada-k3-18110-089/p","1","Calcinha Lobinha KF Estampada K3 - Lupo","39","377","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18102-089/p","1","Kit 3 Calcinhas Infantis Básicas Lobinha - Lupo","47","415","Indexable",""
"https://www.lupo.com.br/produtos/lingerie","1","Lingerie - Lupo","15","132","Indexable",""
"https://www.lupo.com.br/feminino/sutia/top","1","Sutiã Top: Peças Básicas Com Bojo Removível e Mais! | Lupo","58","541","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas - Lupo","14","133","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/produtos/pijamas/longos","1","Longos - Lupo","13","125","Indexable",""
"https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","1","Pijama Lupo KF Moletom - Lupo","29","286","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas - Lupo","14","133","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-lupo-kf-shdoll-cachorrinho-22621-001/p","1","Pijama Lupo KF Sh.Doll Cachorrinho - Lupo","41","381","Indexable",""
"https://www.lupo.com.br/pijama-lupo-kf-florido-22611-001/p","1","Pijama Infantil Feminino Curto com Estampa Florida - Lupo","57","526","Indexable",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-dolce-vita-22674-900/p","1","Pijama Curto Infantil Feminino La Dolce Vita - Lupo","51","455","Indexable",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-natal-cats-22673-900/p","1","Pijama Infantil para Meninas Natal Coleção Cats - Lupo","54","492","Indexable",""
"https://www.lupo.com.br/produtos/meias/uau","1","Meias UAU Lupo: Mais cores, mais estampas, mais vida - Lupo","59","556","Indexable",""
"https://www.lupo.com.br/produtos/meias/classicas","1","Clássicas - Lupo","16","145","Indexable",""
"https://www.lupo.com.br/produtos/meias","1","Meia Soquete e Esportiva - Diversas opções em até 3x s/ juros | Lupo - Lupo","75","674","Indexable",""
"https://www.lupo.com.br/produtos/meias/esportivas","1","Meia Soquete e Esportiva - Diversas opções em até 3x s/ juros | Lupo - Lupo","75","674","Indexable",""
"https://www.lupo.com.br/produtos/d","1","Produtos - Lupo","15","141","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/produtos/pijamas/pijamas","1","Pijamas - Lupo","14","133","Indexable",""
"https://www.lupo.com.br/produtos/pijamas","1","Pijamas - Lupo","14","133","Indexable",""
