"Address","Content Type","Size (bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lepo-2e90142e5527220a6c17540787267643-50-0.webp","image/webp","3508","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/foto-lepo-02-30838e0da3682eccb617540787323070-1024-1024.webp","image/webp","310738","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lec-branca-30cm-f0050dbd0f6488fd7c17567460158771-50-0.webp","image/webp","3534","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/categories/entretela-memoria-220-x-1580px-opcao-01-46e33cc38ae8441d9017543381611393-240-0.jpg","image/jpeg","16550","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fh-10-aplicacao-01-1-e93d3c69ab89e0716217720270410355-50-0.webp","image/webp","4292","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fh-10-aplicacao-02-1-7799112ac37be85e6617720270410892-50-0.webp","image/webp","4474","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fh-10-aplicacao-01-1-e93d3c69ab89e0716217720270410355-1024-1024.webp","image/webp","143286","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fh-10-1-c53a6f956131cf9c2c17720270407516-50-0.webp","image/webp","3570","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fh-10-aplicacao-02-1-7799112ac37be85e6617720270410892-1024-1024.webp","image/webp","170758","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/fh-10-1-c53a6f956131cf9c2c17720270407516-1024-1024.webp","image/webp","22150","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/categories/banner_site_lola_filme_1580x2201-c2dd96fd6434abeb7816275786673355-240-0.jpg","image/jpeg","11745","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-preta-15m-rolo-1-6b31408bb7abef6e4017550940307200-1024-1024.webp","image/webp","35732","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-preto-e-branco-rolo-c0571e7b2a7fd74f9817550940307248-1024-1024.webp","image/webp","23786","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-preto-e-branco-rolo-c0571e7b2a7fd74f9817550940307248-50-0.webp","image/webp","3642","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-off-white-30-cm-1000-x-1000px-1-c5f487ba2aab077a7717579462874145-50-0.webp","image/webp","3536","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-branco-15m-rolo-20f076366d473a660e17550940306256-50-0.webp","image/webp","3570","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-branco-15m-rolo-20f076366d473a660e17550940306256-1024-1024.webp","image/webp","25090","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-preto-30-cm-1000-x-1000px-1-42cc6925a0b12456c317579462871237-1024-1024.webp","image/webp","18724","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-off-white-30-cm-1000-x-1000px-1-c5f487ba2aab077a7717579462874145-1024-1024.webp","image/webp","25998","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-preto-30-cm-1000-x-1000px-1-42cc6925a0b12456c317579462871237-50-0.webp","image/webp","3618","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-preta-15m-rolo-1-6b31408bb7abef6e4017550940307200-50-0.webp","image/webp","3676","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-branco-15m-rolo-761ae2bf3c1bd9b77417550943725967-50-0.webp","image/webp","3570","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/categories/banner_site_lola_insumos_1580x220-2330ab4867473ad66f16275786098118-240-0.jpg","image/jpeg","11450","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-preto-30-cm-1000-x-1000px-1-5ead7843afe8d924b017579464796530-1024-1024.webp","image/webp","18724","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lab-off-white-30-cm-1000-x-1000px-1-9b3965079e6817575217579464797208-1024-1024.webp","image/webp","25998","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/etp-01-ded245459e1df7345c17564917484542-50-0.webp","image/webp","3532","4","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/etp-02-a16df010f779c96e4617564917490396-1024-1024.webp","image/webp","482340","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/etp-03-48ecbda6d223cf0b8a17564917487314-50-0.webp","image/webp","3438","4","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/categories/banner_site_lola_maquinas_1580x220-7941ba742ba4268db016275785945985-240-0.jpg","image/jpeg","10975","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-vinho-1000x-x-1000px-reg-26-903416723eb2dfc7a917545135321084-1024-1024.webp","image/webp","30882","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-vinho-1000x-x-1000px-reg-26-903416723eb2dfc7a917545135321084-50-0.webp","image/webp","3778","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-vermelho-1000x-x-1000px-reg-04-16fc16190c8d1ee13a17545135320278-1024-1024.webp","image/webp","41860","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-caqui-1000x-x-1000px-reg-19-84d9907547b54b23e717545135319521-1024-1024.webp","image/webp","30558","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-grafite-1000px-1000px-reg-24-71881fb054838e0b5417545135316555-50-0.webp","image/webp","3788","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-preto-1000x-x-1000px-reg-09-7fe93f9ae5a7ced14317545135318647-1024-1024.webp","image/webp","18752","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-caqui-1000x-x-1000px-reg-19-84d9907547b54b23e717545135319521-50-0.webp","image/webp","3846","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-preto-1000x-x-1000px-reg-09-7fe93f9ae5a7ced14317545135318647-50-0.webp","image/webp","3620","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-verde-militar-1000x-x-1000px-reg-27-3dde6d52f5b3b92cc817545135316931-50-0.webp","image/webp","3860","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/reg-visao-de-cima-misturado-1000x1000px-5a5677a6244ffaf07d17545138287246-50-0.webp","image/webp","4434","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/reg-visao-de-cima-misturado-1000x1000px-5a5677a6244ffaf07d17545138287246-1024-1024.webp","image/webp","130558","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-vermelho-1000x-x-1000px-reg-04-16fc16190c8d1ee13a17545135320278-50-0.webp","image/webp","3902","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-cinza-claro-1000x-x-1000px-reg-20-e0cefd653c82388bca17545135318224-1024-1024.webp","image/webp","18164","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-branco-1000x-x-1000px-reg-10-e352e7a9f56912429b17545135316751-1024-1024.webp","image/webp","13944","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-verde-militar-1000x-x-1000px-reg-27-3dde6d52f5b3b92cc817545135316931-1024-1024.webp","image/webp","32886","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-cinza-claro-1000x-x-1000px-reg-20-e0cefd653c82388bca17545135318224-50-0.webp","image/webp","3520","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-branco-1000x-x-1000px-reg-10-e352e7a9f56912429b17545135316751-50-0.webp","image/webp","3414","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/regulador-grafite-1000px-1000px-reg-24-71881fb054838e0b5417545135316555-1024-1024.webp","image/webp","26042","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-18-marrom-969c82b168b8b6e8b517550041371169-50-0.webp","image/webp","4058","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-09-preto-ae29eb09d4c74d3d9e17550041369630-1024-1024.webp","image/webp","338314","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-05-verde-5d5abd652e16ec569617550041367496-50-0.webp","image/webp","4058","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-25-amarelo-e0b8a52aef29af914f17550041367862-1024-1024.webp","image/webp","316230","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-25-amarelo-e0b8a52aef29af914f17550041367862-50-0.webp","image/webp","3870","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-04-vermelho-e4cd314c816e722e8817550041370302-1024-1024.webp","image/webp","414952","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt12-azul-marinho-5b80b6a275b4c8d7ac17550041369679-1024-1024.webp","image/webp","401452","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-23-caramelo-bea72d51252f9c5ae917550041370926-1024-1024.webp","image/webp","342274","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-10-branco-be49d05feed277904017550041360672-1024-1024.webp","image/webp","188312","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-24-grafite-dca8cd24a67bef628d17550041370272-50-0.webp","image/webp","3992","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-27-verde-militar-8c03340a168c7bf2b817550041368261-50-0.webp","image/webp","3968","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/rolos-lt-1-20e7b8941cd800f3cb17550041346486-50-0.webp","image/webp","4072","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-27-verde-militar-8c03340a168c7bf2b817550041368261-1024-1024.webp","image/webp","353756","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-05-verde-5d5abd652e16ec569617550041367496-1024-1024.webp","image/webp","358048","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-07-azul-royal-673bd03df64493814517550041370545-1024-1024.webp","image/webp","468806","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-18-marrom-969c82b168b8b6e8b517550041371169-1024-1024.webp","image/webp","358966","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-22-bege-33f5222a9be9c3a76c17550041369647-1024-1024.webp","image/webp","293914","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-22-bege-33f5222a9be9c3a76c17550041369647-50-0.webp","image/webp","3846","1","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lt-19-caqui-6702bce28ee9e637a917550041370133-1024-1024.webp","image/webp","310164","0","Indexable","",""
